"1";"2";"3";"4";"5"
"219";"105039";"39.449726";"-0.333163";"-0.341738,39.453520 -0.340990,39.450897 -0.340148,39.450528 -0.338123,39.450072 -0.337481,39.449594 -0.337337,39.448922 -0.335647,39.448339 -0.335293,39.448332 -0.335553,39.446413 -0.334090,39.446252 -0.334400,39.445235 -0.334306,39.445095 -0.334394,39.444748 -0.332927,39.444559 -0.330456,39.443121 -0.329596,39.443833 -0.326831,39.445295 -0.327223,39.448545 -0.329072,39.450456 -0.332702,39.453858 -0.334437,39.454774 -0.340482,39.453906 -0.341738,39.453520"
"219";"105040";"39.469593";"-0.342624";"-0.349439,39.470029 -0.350903,39.470445 -0.351836,39.468461 -0.350237,39.468045 -0.347823,39.467602 -0.345728,39.467200 -0.345003,39.468740 -0.340353,39.467420 -0.335392,39.465978 -0.335072,39.467375 -0.334861,39.468730 -0.338169,39.469567 -0.342805,39.470961 -0.348348,39.472573 -0.349439,39.470029"
"219";"105041";"39.463688";"-0.345263";"-0.344995,39.468738 -0.345726,39.467191 -0.347814,39.467587 -0.348091,39.467444 -0.348984,39.465061 -0.348827,39.464737 -0.346255,39.463962 -0.338754,39.461698 -0.337623,39.462575 -0.336677,39.463618 -0.336203,39.464234 -0.335747,39.465044 -0.335391,39.465977 -0.340360,39.467416 -0.344995,39.468738"
"219";"105043";"39.461369";"-0.333815";"-0.336678,39.463617 -0.337626,39.462572 -0.338753,39.461697 -0.339950,39.460914 -0.340394,39.459075 -0.340533,39.458518 -0.340807,39.458221 -0.340927,39.457874 -0.341549,39.455468 -0.341738,39.453520 -0.340483,39.453907 -0.334437,39.454774 -0.332702,39.453858 -0.329071,39.450456 -0.327223,39.448545 -0.326830,39.445295 -0.325780,39.445369 -0.320439,39.448858 -0.322445,39.463041 -0.324265,39.463079 -0.326409,39.463168 -0.328412,39.463076 -0.329062,39.462787 -0.331561,39.462962 -0.336678,39.463617"
"219";"106044";"39.462383";"-0.351338";"-0.353856,39.464386 -0.353950,39.464215 -0.354224,39.464264 -0.356516,39.459024 -0.354595,39.457666 -0.349926,39.454685 -0.347385,39.456368 -0.348284,39.458101 -0.348394,39.458809 -0.348359,39.459497 -0.340927,39.457874 -0.340808,39.458221 -0.340533,39.458518 -0.340394,39.459075 -0.347795,39.460872 -0.346255,39.463962 -0.348827,39.464737 -0.351699,39.465562 -0.352284,39.464055 -0.353856,39.464386"
"219";"106045";"39.473339";"-0.351389";"-0.352476,39.475302 -0.353857,39.475743 -0.354460,39.474398 -0.355063,39.473150 -0.355673,39.471927 -0.354101,39.471462 -0.350902,39.470448 -0.349440,39.470030 -0.348359,39.472580 -0.347823,39.473984 -0.352476,39.475302"
"219";"106047";"39.475838";"-0.350791";"-0.351348,39.479428 -0.351171,39.478700 -0.351296,39.478242 -0.352470,39.475300 -0.347816,39.473985 -0.346463,39.477272 -0.345343,39.479725 -0.350874,39.481338 -0.351352,39.481505 -0.352219,39.480944 -0.351348,39.479428"
"219";"106048";"39.466408";"-0.353683";"-0.357524,39.464224 -0.359972,39.463369 -0.358772,39.461266 -0.357777,39.459943 -0.356517,39.459025 -0.354236,39.464279 -0.353940,39.464217 -0.353859,39.464386 -0.352294,39.464062 -0.351744,39.465430 -0.348540,39.464494 -0.349010,39.465064 -0.348119,39.467449 -0.347833,39.467599 -0.350233,39.468044 -0.351844,39.468453 -0.350909,39.470451 -0.354103,39.471454 -0.357524,39.464224"
"219";"106049";"39.473499";"-0.344559";"-0.345356,39.479718 -0.346489,39.477288 -0.347798,39.473977 -0.348354,39.472585 -0.342807,39.470971 -0.341471,39.473716 -0.341173,39.474734 -0.340517,39.474753 -0.339389,39.474560 -0.338746,39.475782 -0.338668,39.477196 -0.338448,39.477731 -0.345356,39.479718"
"219";"106050";"39.466934";"-0.356677";"-0.355808,39.471782 -0.356826,39.472070 -0.358488,39.469443 -0.360155,39.468285 -0.361395,39.468858 -0.363194,39.468824 -0.359972,39.463369 -0.357526,39.464225 -0.354107,39.471462 -0.354691,39.471630 -0.355658,39.471924 -0.355808,39.471782"
"219";"107051";"39.309841";"-0.317984";"-0.299503,39.310125 -0.301358,39.310222 -0.305707,39.312241 -0.311985,39.314287 -0.311851,39.313019 -0.311156,39.312228 -0.310158,39.309808 -0.308615,39.305052 -0.305552,39.299306 -0.308888,39.301239 -0.312400,39.303482 -0.314132,39.303603 -0.315162,39.303969 -0.316344,39.303447 -0.318117,39.303249 -0.318253,39.303559 -0.318452,39.305653 -0.318762,39.307669 -0.318634,39.309067 -0.318438,39.311162 -0.318504,39.311722 -0.320445,39.311758 -0.320537,39.312895 -0.322877,39.314822 -0.324080,39.314508 -0.328509,39.313979 -0.329559,39.313080 -0.333391,39.315235 -0.333472,39.313890 -0.337252,39.314139 -0.337847,39.317472 -0.347119,39.316499 -0.350369,39.311434 -0.355987,39.311868 -0.357709,39.308277 -0.359099,39.307200 -0.361177,39.306815 -0.361694,39.305718 -0.362466,39.306290 -0.363182,39.306243 -0.364089,39.305340 -0.367128,39.306828 -0.367185,39.307442 -0.369239,39.307673 -0.374255,39.307232 -0.375424,39.307813 -0.375846,39.309241 -0.377003,39.310128 -0.379345,39.311167 -0.378448,39.311822 -0.376291,39.312206 -0.381203,39.316691 -0.384394,39.317497 -0.384981,39.316650 -0.390050,39.314795 -0.391117,39.318143 -0.391208,39.322087 -0.391647,39.323083 -0.394509,39.322962 -0.395168,39.326608 -0.395958,39.328842 -0.397472,39.328691 -0.398247,39.331330 -0.395867,39.331276 -0.395810,39.332816 -0.398783,39.333990 -0.397686,39.335754 -0.393276,39.334790 -0.393076,39.335894 -0.395277,39.336497 -0.393542,39.338310 -0.392441,39.338037 -0.392187,39.338464 -0.391069,39.338624 -0.390722,39.339413 -0.391810,39.340055 -0.387909,39.340337 -0.388763,39.340847 -0.388115,39.341202 -0.388667,39.343435 -0.386926,39.343269 -0.386781,39.345054 -0.387383,39.347996 -0.386206,39.347600 -0.386786,39.349090 -0.386246,39.350804 -0.386443,39.351916 -0.385878,39.352151 -0.385610,39.352942 -0.385991,39.353383 -0.385039,39.353362 -0.384066,39.353894 -0.382850,39.354547 -0.382653,39.355587 -0.378696,39.357345 -0.378262,39.358322 -0.376203,39.358154 -0.376190,39.358523 -0.375096,39.358066 -0.371796,39.359221 -0.369937,39.362197 -0.363284,39.359582 -0.360841,39.362207 -0.360084,39.363361 -0.360921,39.364303 -0.356216,39.364814 -0.353554,39.365924 -0.351668,39.367480 -0.351955,39.368289 -0.347987,39.370293 -0.344481,39.366393 -0.341426,39.367373 -0.342964,39.370795 -0.337860,39.373449 -0.335026,39.368578 -0.333264,39.368970 -0.331549,39.365340 -0.330269,39.365356 -0.329577,39.361894 -0.329369,39.357912 -0.326306,39.357954 -0.323253,39.348398 -0.321075,39.339488 -0.319150,39.340105 -0.312303,39.331015 -0.311707,39.327794 -0.310538,39.324754 -0.304320,39.315750 -0.300734,39.313153 -0.299179,39.311513"
"219";"107052";"39.309509";"-0.298866";"-0.292113,39.308282 -0.285856,39.296465 -0.280149,39.286999 -0.275440,39.279163 -0.275755,39.278765 -0.276449,39.279097 -0.278365,39.279263 -0.278794,39.279170 -0.279274,39.279249 -0.281619,39.279826 -0.285353,39.281017 -0.287184,39.281415 -0.292909,39.283445 -0.293593,39.284510 -0.300986,39.292925 -0.305552,39.299306 -0.308615,39.305052 -0.310158,39.309808 -0.311156,39.312228 -0.311851,39.313019 -0.311985,39.314287 -0.305707,39.312241 -0.301358,39.310222 -0.299503,39.310125"
"219";"107053";"39.429173";"-0.363598";"-0.370643,39.433454 -0.370651,39.432274 -0.370772,39.430574 -0.370969,39.429390 -0.371520,39.428037 -0.370372,39.427602 -0.369160,39.427380 -0.366861,39.426440 -0.366197,39.426234 -0.365393,39.426222 -0.363571,39.426457 -0.362989,39.426489 -0.361488,39.426361 -0.358129,39.426031 -0.351183,39.425404 -0.350202,39.422800 -0.350158,39.422287 -0.345829,39.421427 -0.344168,39.421313 -0.344166,39.422353 -0.345716,39.428376 -0.344866,39.428944 -0.360708,39.434661 -0.370223,39.435539 -0.370643,39.433454"
"219";"107054";"39.445576";"-0.339698";"-0.349926,39.454683 -0.349841,39.450617 -0.351650,39.449887 -0.350804,39.449387 -0.351142,39.448913 -0.350019,39.448318 -0.349725,39.448399 -0.348169,39.447696 -0.347880,39.448371 -0.347436,39.448905 -0.340784,39.444209 -0.340676,39.443046 -0.341020,39.441353 -0.342026,39.440032 -0.343656,39.439199 -0.343650,39.436607 -0.343526,39.434616 -0.343063,39.432114 -0.343165,39.431442 -0.344865,39.428943 -0.336821,39.426395 -0.334248,39.438346 -0.330456,39.443121 -0.332927,39.444559 -0.334394,39.444748 -0.334306,39.445095 -0.334400,39.445235 -0.334091,39.446251 -0.335553,39.446413 -0.335294,39.448331 -0.335647,39.448338 -0.337337,39.448922 -0.337481,39.449594 -0.338123,39.450072 -0.340149,39.450527 -0.340990,39.450897 -0.341738,39.453520 -0.344998,39.452874 -0.349926,39.454683"
"219";"107056";"39.383076";"-0.333023";"-0.328140,39.397680 -0.326464,39.389597 -0.323113,39.380128 -0.319224,39.368877 -0.317077,39.363872 -0.312439,39.350815 -0.306135,39.336692 -0.300748,39.324775 -0.292113,39.308282 -0.299503,39.310125 -0.299179,39.311513 -0.300734,39.313153 -0.304320,39.315750 -0.310538,39.324754 -0.311707,39.327794 -0.312303,39.331015 -0.319150,39.340105 -0.321075,39.339488 -0.323253,39.348398 -0.326306,39.357954 -0.329369,39.357912 -0.329577,39.361894 -0.330269,39.365356 -0.331316,39.370583 -0.334137,39.379485 -0.337561,39.385320 -0.336128,39.385625 -0.335303,39.383462 -0.334509,39.383552 -0.334457,39.385150 -0.332092,39.384915 -0.331845,39.386914 -0.331420,39.389080 -0.330856,39.390409 -0.330944,39.391474 -0.329994,39.391151 -0.329378,39.391767 -0.328815,39.392421"
"219";"107057";"39.425472";"-0.364891";"-0.371520,39.428037 -0.372377,39.426142 -0.371407,39.425647 -0.371996,39.424210 -0.371346,39.423903 -0.370643,39.423608 -0.369403,39.423080 -0.368127,39.422452 -0.367722,39.422253 -0.366394,39.421656 -0.365537,39.421289 -0.364693,39.421018 -0.364858,39.420270 -0.364818,39.419962 -0.364003,39.419813 -0.363369,39.419614 -0.362725,39.419388 -0.361883,39.419274 -0.360099,39.419738 -0.358985,39.419650 -0.358080,39.419800 -0.357216,39.419569 -0.353661,39.422042 -0.350158,39.422287 -0.350201,39.422799 -0.351183,39.425404 -0.358129,39.426031 -0.361483,39.426360 -0.362988,39.426488 -0.363570,39.426457 -0.365389,39.426223 -0.366196,39.426234 -0.366861,39.426440 -0.369160,39.427380 -0.370372,39.427602 -0.371520,39.428037"
"219";"107058";"39.422199";"-0.340088";"-0.345716,39.428376 -0.344166,39.422353 -0.344168,39.421312 -0.345829,39.421427 -0.350158,39.422287 -0.349633,39.415671 -0.350846,39.407456 -0.351074,39.402587 -0.350502,39.400561 -0.349282,39.399367 -0.348836,39.398424 -0.347312,39.397317 -0.345211,39.393954 -0.343857,39.391540 -0.341323,39.388496 -0.337561,39.385320 -0.336128,39.385625 -0.335303,39.383462 -0.334509,39.383552 -0.334457,39.385150 -0.332092,39.384915 -0.331845,39.386914 -0.331420,39.389080 -0.330856,39.390409 -0.330944,39.391474 -0.329994,39.391151 -0.329378,39.391767 -0.328815,39.392421 -0.328140,39.397680 -0.330934,39.408221 -0.333189,39.417047 -0.333636,39.419571 -0.334237,39.421900 -0.335073,39.425068 -0.336821,39.426395 -0.344866,39.428943 -0.345716,39.428376"
"219";"108060";"39.467827";"-0.328779";"-0.329585,39.475232 -0.329714,39.473398 -0.330001,39.472075 -0.330104,39.472086 -0.330152,39.471677 -0.330548,39.470016 -0.331902,39.470322 -0.334448,39.470992 -0.334660,39.470044 -0.334864,39.468751 -0.335072,39.467377 -0.332339,39.467117 -0.331407,39.467118 -0.328447,39.466989 -0.328038,39.469634 -0.327367,39.474414 -0.327771,39.474661 -0.329585,39.475232"
"219";"108061";"39.483768";"-0.328531";"-0.333375,39.476304 -0.332553,39.480623 -0.331066,39.480408 -0.328111,39.479479 -0.327391,39.479300 -0.325832,39.479124 -0.323976,39.479137 -0.324326,39.483607 -0.324329,39.484143 -0.325574,39.484259 -0.326458,39.484249 -0.327199,39.484272 -0.327682,39.484281 -0.328370,39.484462 -0.328644,39.484603 -0.330099,39.485061 -0.330997,39.485723 -0.331263,39.485763 -0.332268,39.486313 -0.334186,39.487759 -0.335725,39.487310 -0.336409,39.486437 -0.337137,39.485963 -0.338062,39.485913 -0.339240,39.486180 -0.339851,39.486164 -0.341242,39.486712 -0.341871,39.486931 -0.342371,39.486869 -0.342908,39.486994 -0.351352,39.481505 -0.350877,39.481343 -0.345341,39.479729 -0.338446,39.477736 -0.333375,39.476304"
"219";"108062";"39.472748";"-0.331791";"-0.338643,39.477235 -0.338743,39.475792 -0.339377,39.474564 -0.338556,39.474261 -0.338583,39.474074 -0.337040,39.473519 -0.337003,39.473710 -0.336456,39.473512 -0.335564,39.473268 -0.334471,39.472957 -0.334067,39.472791 -0.334434,39.470991 -0.331903,39.470317 -0.330538,39.470029 -0.330160,39.471700 -0.330101,39.472085 -0.329984,39.472090 -0.329737,39.473397 -0.329609,39.475239 -0.333382,39.476310 -0.338452,39.477732 -0.338643,39.477235"
"219";"108063";"39.474026";"-0.325556";"-0.327340,39.474406 -0.328048,39.469625 -0.327025,39.469554 -0.325846,39.469407 -0.324785,39.469397 -0.323294,39.469402 -0.323695,39.475190 -0.327693,39.475280 -0.327340,39.474406"
"219";"108064";"39.464840";"-0.332014";"-0.335070,39.467374 -0.335392,39.465972 -0.335746,39.465044 -0.336203,39.464234 -0.336678,39.463616 -0.331561,39.462958 -0.329073,39.462787 -0.328410,39.463073 -0.326413,39.463179 -0.327606,39.465337 -0.327943,39.465400 -0.327869,39.465982 -0.328580,39.466033 -0.328449,39.466986 -0.331417,39.467113 -0.332337,39.467116 -0.335070,39.467374"
"219";"108065";"39.478210";"-0.328076";"-0.333382,39.476310 -0.329597,39.475251 -0.327773,39.474674 -0.327345,39.474410 -0.327695,39.475310 -0.323693,39.475192 -0.323980,39.479140 -0.325851,39.479129 -0.326809,39.479193 -0.327382,39.479293 -0.328103,39.479478 -0.330904,39.480390 -0.332571,39.480612 -0.333382,39.476310"
"219";"108066";"39.466240";"-0.326585";"-0.323298,39.469399 -0.324779,39.469398 -0.325841,39.469420 -0.327022,39.469542 -0.328045,39.469627 -0.328446,39.466987 -0.328579,39.466035 -0.327866,39.465985 -0.327938,39.465403 -0.327612,39.465342 -0.326410,39.463177 -0.324257,39.463082 -0.322451,39.463042 -0.322670,39.465785 -0.323298,39.469399"
